,Date,County,State,Population,Cases %,Cases (N - 7),Deaths (N - 7),Cases (N - 14),Deaths (N - 14),Cases (N - 21),Deaths (N - 21),Cases (N - 28),Deaths (N - 28),"Class (Safe-0, Unsafe-1)"
5165,5/25/2020,Lawrence,Arkansas,16406,0.444959161,73,4,69,4,67,4,43,1,0
5166,5/26/2020,Lawrence,Arkansas,16406,0.469340485,77,4,71,4,67,4,45,1,0
5167,5/27/2020,Lawrence,Arkansas,16406,0.469340485,77,4,71,4,69,4,46,1,0
5168,5/28/2020,Lawrence,Arkansas,16406,0.481531147,79,5,72,4,69,4,59,2,0
5169,5/29/2020,Lawrence,Arkansas,16406,0.493721809,81,5,72,4,69,4,59,2,0
5170,5/30/2020,Lawrence,Arkansas,16406,0.49981714,82,5,73,4,69,4,60,4,0
5171,5/31/2020,Lawrence,Arkansas,16406,0.49981714,82,5,73,4,70,4,66,4,0
5172,6/1/2020,Lawrence,Arkansas,16406,0.49981714,82,5,73,4,69,4,67,4,0
5173,6/2/2020,Lawrence,Arkansas,16406,0.49981714,82,5,77,4,71,4,67,4,0
5174,4/29/2020,Lee,Arkansas,8857,0.033871514,3,1,3,1,2,0,1,0,0
5175,4/30/2020,Lee,Arkansas,8857,0.033871514,3,1,3,1,2,0,1,0,0
5176,5/1/2020,Lee,Arkansas,8857,0.033871514,3,1,3,1,2,0,1,0,0
5177,5/2/2020,Lee,Arkansas,8857,0.033871514,3,1,3,1,2,0,1,0,0
5178,5/3/2020,Lee,Arkansas,8857,0.033871514,3,1,3,1,2,0,2,0,0
5179,5/4/2020,Lee,Arkansas,8857,0.033871514,3,1,3,1,2,0,2,0,0
5180,5/5/2020,Lee,Arkansas,8857,0.033871514,3,1,3,1,2,1,2,0,0
5181,5/6/2020,Lee,Arkansas,8857,0.033871514,3,1,3,1,3,1,2,0,0
5182,5/7/2020,Lee,Arkansas,8857,0.033871514,3,1,3,1,3,1,2,0,0
5183,5/8/2020,Lee,Arkansas,8857,0.033871514,3,1,3,1,3,1,2,0,0
5184,5/9/2020,Lee,Arkansas,8857,0.033871514,3,1,3,1,3,1,2,0,0
5185,5/10/2020,Lee,Arkansas,8857,0.033871514,3,1,3,1,3,1,2,0,0
5186,5/11/2020,Lee,Arkansas,8857,0.033871514,3,1,3,1,3,1,2,0,0
5187,5/12/2020,Lee,Arkansas,8857,0.045162019,4,1,3,1,3,1,2,1,0
5188,5/13/2020,Lee,Arkansas,8857,0.045162019,4,1,3,1,3,1,3,1,0
5189,5/14/2020,Lee,Arkansas,8857,0.045162019,4,1,3,1,3,1,3,1,0
5190,5/15/2020,Lee,Arkansas,8857,0.045162019,4,1,3,1,3,1,3,1,0
5191,5/16/2020,Lee,Arkansas,8857,0.045162019,4,1,3,1,3,1,3,1,0
5192,5/17/2020,Lee,Arkansas,8857,0.056452523,5,1,3,1,3,1,3,1,0
5193,5/18/2020,Lee,Arkansas,8857,0.056452523,5,1,3,1,3,1,3,1,0
5194,5/19/2020,Lee,Arkansas,8857,0.101614542,9,1,4,1,3,1,3,1,0
5195,5/20/2020,Lee,Arkansas,8857,0.101614542,9,1,4,1,3,1,3,1,0
5196,5/21/2020,Lee,Arkansas,8857,0.112905047,10,1,4,1,3,1,3,1,0
5197,5/22/2020,Lee,Arkansas,8857,0.112905047,10,1,4,1,3,1,3,1,0
5198,5/23/2020,Lee,Arkansas,8857,0.112905047,10,1,4,1,3,1,3,1,0
5199,5/24/2020,Lee,Arkansas,8857,0.124195552,11,1,5,1,3,1,3,1,0
5200,5/25/2020,Lee,Arkansas,8857,0.135486056,12,1,5,1,3,1,3,1,0
5201,5/26/2020,Lee,Arkansas,8857,0.135486056,12,1,9,1,4,1,3,1,0
5202,5/27/2020,Lee,Arkansas,8857,0.135486056,12,1,9,1,4,1,3,1,0
5203,5/28/2020,Lee,Arkansas,8857,0.146776561,13,1,10,1,4,1,3,1,0
5204,5/29/2020,Lee,Arkansas,8857,0.146776561,13,1,10,1,4,1,3,1,0
5205,5/30/2020,Lee,Arkansas,8857,0.158067066,14,1,10,1,4,1,3,1,0
5206,5/31/2020,Lee,Arkansas,8857,0.16935757,15,1,11,1,5,1,3,1,0
5207,6/1/2020,Lee,Arkansas,8857,0.19193858,17,1,12,1,5,1,3,1,0
5208,6/2/2020,Lee,Arkansas,8857,0.19193858,17,1,12,1,9,1,4,1,0
5209,4/13/2020,Lincoln,Arkansas,13024,0.076781327,10,0,6,0,1,0,1,0,0
5210,4/14/2020,Lincoln,Arkansas,13024,0.084459459,11,0,6,0,3,0,1,0,0
5211,4/15/2020,Lincoln,Arkansas,13024,0.084459459,11,0,6,0,4,0,1,0,0
5212,4/16/2020,Lincoln,Arkansas,13024,0.076781327,10,0,6,0,5,0,1,0,0
5213,4/17/2020,Lincoln,Arkansas,13024,0.076781327,10,0,6,0,6,0,1,0,0
5214,4/18/2020,Lincoln,Arkansas,13024,0.076781327,10,0,6,0,6,0,1,0,0
5215,4/19/2020,Lincoln,Arkansas,13024,0.084459459,11,0,7,0,6,0,1,0,0
5216,4/20/2020,Lincoln,Arkansas,13024,0.42997543,56,0,10,0,6,0,1,0,0
5217,4/21/2020,Lincoln,Arkansas,13024,0.42997543,56,0,11,0,6,0,3,0,0
5218,4/22/2020,Lincoln,Arkansas,13024,0.468366093,61,0,11,0,6,0,4,0,0
5219,4/23/2020,Lincoln,Arkansas,13024,0.468366093,61,0,10,0,6,0,5,0,0
5220,4/24/2020,Lincoln,Arkansas,13024,0.721744472,94,0,10,0,6,0,6,0,1
5221,4/25/2020,Lincoln,Arkansas,13024,0.852272727,111,0,10,0,6,0,6,0,1
5222,4/26/2020,Lincoln,Arkansas,13024,0.852272727,111,0,11,0,7,0,6,0,1
5223,4/27/2020,Lincoln,Arkansas,13024,1.980958231,258,0,56,0,10,0,6,0,1
5224,4/28/2020,Lincoln,Arkansas,13024,3.401412776,443,0,56,0,11,0,6,0,1
5225,4/29/2020,Lincoln,Arkansas,13024,3.931203931,512,0,61,0,11,0,6,0,1
5226,4/30/2020,Lincoln,Arkansas,13024,4.837223587,630,0,61,0,10,0,6,0,1
5227,5/1/2020,Lincoln,Arkansas,13024,5.428439803,707,0,94,0,10,0,6,0,1
5228,5/2/2020,Lincoln,Arkansas,13024,5.535933661,721,0,111,0,10,0,6,0,1
5229,5/3/2020,Lincoln,Arkansas,13024,5.582002457,727,0,111,0,11,0,7,0,1
5230,5/4/2020,Lincoln,Arkansas,13024,5.789312039,754,0,258,0,56,0,10,0,1
5231,5/5/2020,Lincoln,Arkansas,13024,5.796990172,755,0,443,0,56,0,11,0,1
5232,5/6/2020,Lincoln,Arkansas,13024,6.25,814,0,512,0,61,0,11,0,1
5233,5/7/2020,Lincoln,Arkansas,13024,6.25,814,0,630,0,61,0,10,0,1
5234,5/8/2020,Lincoln,Arkansas,13024,6.257678133,815,0,707,0,94,0,10,0,1
5235,5/9/2020,Lincoln,Arkansas,13024,6.273034398,817,2,721,0,111,0,10,0,1
5236,5/10/2020,Lincoln,Arkansas,13024,6.311425061,822,4,727,0,111,0,11,0,1
5237,5/11/2020,Lincoln,Arkansas,13024,6.464987715,842,4,754,0,258,0,56,0,1
5238,5/12/2020,Lincoln,Arkansas,13024,6.549447174,853,5,755,0,443,0,56,0,1
5239,5/13/2020,Lincoln,Arkansas,13024,6.779791155,883,6,814,0,512,0,61,0,1
5240,5/14/2020,Lincoln,Arkansas,13024,6.902641278,899,6,814,0,630,0,61,0,1
5241,5/15/2020,Lincoln,Arkansas,13024,6.964066339,907,6,815,0,707,0,94,0,1
5242,5/16/2020,Lincoln,Arkansas,13024,6.964066339,907,6,817,2,721,0,111,0,1
5243,5/17/2020,Lincoln,Arkansas,13024,7.194410319,937,7,822,4,727,0,111,0,1
5244,5/18/2020,Lincoln,Arkansas,13024,7.22512285,941,7,842,4,754,0,258,0,1
5245,5/19/2020,Lincoln,Arkansas,13024,7.232800983,942,7,853,5,755,0,443,0,1
5246,5/20/2020,Lincoln,Arkansas,13024,7.232800983,942,7,883,6,814,0,512,0,1
5247,5/21/2020,Lincoln,Arkansas,13024,7.286547912,949,8,899,6,814,0,630,0,1
5248,5/22/2020,Lincoln,Arkansas,13024,7.30958231,952,8,907,6,815,0,707,0,1
5249,5/23/2020,Lincoln,Arkansas,13024,7.332616708,955,8,907,6,817,2,721,0,1
5250,5/24/2020,Lincoln,Arkansas,13024,7.332616708,955,8,937,7,822,4,727,0,1
5251,5/25/2020,Lincoln,Arkansas,13024,7.409398034,965,8,941,7,842,4,754,0,1
5252,5/26/2020,Lincoln,Arkansas,13024,7.409398034,965,8,942,7,853,5,755,0,1
5253,5/27/2020,Lincoln,Arkansas,13024,7.417076167,966,8,942,7,883,6,814,0,1
5254,5/28/2020,Lincoln,Arkansas,13024,7.417076167,966,8,949,8,899,6,814,0,1
5255,5/29/2020,Lincoln,Arkansas,13024,7.417076167,966,8,952,8,907,6,815,0,1
5256,5/30/2020,Lincoln,Arkansas,13024,7.447788698,970,8,955,8,907,6,817,2,1
5257,5/31/2020,Lincoln,Arkansas,13024,7.478501229,974,8,955,8,937,7,822,4,1
5258,6/1/2020,Lincoln,Arkansas,13024,7.486179361,975,8,965,8,941,7,842,4,1
5259,6/2/2020,Lincoln,Arkansas,13024,7.486179361,975,8,965,8,942,7,853,5,1
5260,5/4/2020,Logan,Arkansas,21466,0.013975589,3,0,3,0,2,0,1,0,0
5261,5/5/2020,Logan,Arkansas,21466,0.013975589,3,0,3,0,2,0,1,0,0
5262,5/6/2020,Logan,Arkansas,21466,0.013975589,3,0,3,0,2,0,1,0,0
5263,5/7/2020,Logan,Arkansas,21466,0.013975589,3,0,3,0,2,0,1,0,0
5264,5/8/2020,Logan,Arkansas,21466,0.013975589,3,0,3,0,2,0,2,0,0
5265,5/9/2020,Logan,Arkansas,21466,0.013975589,3,0,3,0,3,0,2,0,0
5266,5/10/2020,Logan,Arkansas,21466,0.013975589,3,1,3,0,3,0,2,0,0
5267,5/11/2020,Logan,Arkansas,21466,0.00931706,2,0,3,0,3,0,2,0,0
5268,5/12/2020,Logan,Arkansas,21466,0.00931706,2,0,3,0,3,0,2,0,0
5269,5/13/2020,Logan,Arkansas,21466,0.013975589,3,0,3,0,3,0,2,0,0
5270,5/14/2020,Logan,Arkansas,21466,0.013975589,3,0,3,0,3,0,2,0,0
5271,5/15/2020,Logan,Arkansas,21466,0.013975589,3,0,3,0,3,0,2,0,0
5272,5/16/2020,Logan,Arkansas,21466,0.013975589,3,0,3,0,3,0,3,0,0
5273,5/17/2020,Logan,Arkansas,21466,0.013975589,3,0,3,1,3,0,3,0,0
5274,5/18/2020,Logan,Arkansas,21466,0.013975589,3,0,2,0,3,0,3,0,0
5275,5/19/2020,Logan,Arkansas,21466,0.013975589,3,0,2,0,3,0,3,0,0
5276,5/20/2020,Logan,Arkansas,21466,0.018634119,4,0,3,0,3,0,3,0,0
5277,5/21/2020,Logan,Arkansas,21466,0.018634119,4,0,3,0,3,0,3,0,0
5278,5/22/2020,Logan,Arkansas,21466,0.018634119,4,0,3,0,3,0,3,0,0
5279,5/23/2020,Logan,Arkansas,21466,0.018634119,4,0,3,0,3,0,3,0,0
5280,5/24/2020,Logan,Arkansas,21466,0.018634119,4,0,3,0,3,1,3,0,0
5281,5/25/2020,Logan,Arkansas,21466,0.018634119,4,0,3,0,2,0,3,0,0
5282,5/26/2020,Logan,Arkansas,21466,0.018634119,4,0,3,0,2,0,3,0,0
5283,5/27/2020,Logan,Arkansas,21466,0.018634119,4,0,4,0,3,0,3,0,0
5284,5/28/2020,Logan,Arkansas,21466,0.018634119,4,0,4,0,3,0,3,0,0
5285,5/29/2020,Logan,Arkansas,21466,0.018634119,4,0,4,0,3,0,3,0,0
5286,5/30/2020,Logan,Arkansas,21466,0.018634119,4,0,4,0,3,0,3,0,0
5287,5/31/2020,Logan,Arkansas,21466,0.018634119,4,0,4,0,3,0,3,1,0
5288,6/1/2020,Logan,Arkansas,21466,0.018634119,4,0,4,0,3,0,2,0,0
5289,6/2/2020,Logan,Arkansas,21466,0.018634119,4,0,4,0,3,0,2,0,0
5290,4/23/2020,Lonoke,Arkansas,73309,0.04092267,30,0,26,0,13,0,4,0,0
5291,4/24/2020,Lonoke,Arkansas,73309,0.04092267,30,0,27,0,16,0,4,0,0
5292,4/25/2020,Lonoke,Arkansas,73309,0.035466314,26,0,27,0,15,0,4,0,0
5293,4/26/2020,Lonoke,Arkansas,73309,0.035466314,26,0,30,0,17,0,4,0,0
5294,4/27/2020,Lonoke,Arkansas,73309,0.035466314,26,0,29,0,23,0,4,0,0
5295,4/28/2020,Lonoke,Arkansas,73309,0.036830403,27,0,29,0,23,0,6,0,0
5296,4/29/2020,Lonoke,Arkansas,73309,0.038194492,28,0,30,0,24,0,6,0,0
5297,4/30/2020,Lonoke,Arkansas,73309,0.04092267,30,0,30,0,26,0,13,0,0
5298,5/1/2020,Lonoke,Arkansas,73309,0.042286759,31,0,30,0,27,0,16,0,0
5299,5/2/2020,Lonoke,Arkansas,73309,0.045014937,33,0,26,0,27,0,15,0,0
5300,5/3/2020,Lonoke,Arkansas,73309,0.051835382,38,0,26,0,30,0,17,0,0
5301,5/4/2020,Lonoke,Arkansas,73309,0.053199471,39,0,26,0,29,0,23,0,0
5302,5/5/2020,Lonoke,Arkansas,73309,0.05456356,40,0,27,0,29,0,23,0,0
5303,5/6/2020,Lonoke,Arkansas,73309,0.055927649,41,0,28,0,30,0,24,0,0
5304,5/7/2020,Lonoke,Arkansas,73309,0.055927649,41,0,30,0,30,0,26,0,0
5305,5/8/2020,Lonoke,Arkansas,73309,0.055927649,41,0,31,0,30,0,27,0,0
5306,5/9/2020,Lonoke,Arkansas,73309,0.055927649,41,0,33,0,26,0,27,0,0
5307,5/10/2020,Lonoke,Arkansas,73309,0.058655827,43,0,38,0,26,0,30,0,0
5308,5/11/2020,Lonoke,Arkansas,73309,0.060019916,44,0,39,0,26,0,29,0,0
5309,5/12/2020,Lonoke,Arkansas,73309,0.060019916,44,0,40,0,27,0,29,0,0
5310,5/13/2020,Lonoke,Arkansas,73309,0.060019916,44,0,41,0,28,0,30,0,0
5311,5/14/2020,Lonoke,Arkansas,73309,0.060019916,44,0,41,0,30,0,30,0,0
5312,5/15/2020,Lonoke,Arkansas,73309,0.060019916,44,0,41,0,31,0,30,0,0
5313,5/16/2020,Lonoke,Arkansas,73309,0.060019916,44,0,41,0,33,0,26,0,0
5314,5/17/2020,Lonoke,Arkansas,73309,0.061384005,45,0,43,0,38,0,26,0,0
5315,5/18/2020,Lonoke,Arkansas,73309,0.061384005,45,0,44,0,39,0,26,0,0
5316,5/19/2020,Lonoke,Arkansas,73309,0.060019916,44,0,44,0,40,0,27,0,0
5317,5/20/2020,Lonoke,Arkansas,73309,0.058655827,43,0,44,0,41,0,28,0,0
5318,5/21/2020,Lonoke,Arkansas,73309,0.060019916,44,0,44,0,41,0,30,0,0
5319,5/22/2020,Lonoke,Arkansas,73309,0.061384005,45,0,44,0,41,0,31,0,0
5320,5/23/2020,Lonoke,Arkansas,73309,0.061384005,45,0,44,0,41,0,33,0,0
5321,5/24/2020,Lonoke,Arkansas,73309,0.061384005,45,0,45,0,43,0,38,0,0
5322,5/25/2020,Lonoke,Arkansas,73309,0.061384005,45,0,45,0,44,0,39,0,0
5323,5/26/2020,Lonoke,Arkansas,73309,0.062748094,46,0,44,0,44,0,40,0,0
5324,5/27/2020,Lonoke,Arkansas,73309,0.062748094,46,0,43,0,44,0,41,0,0
5325,5/28/2020,Lonoke,Arkansas,73309,0.062748094,46,0,44,0,44,0,41,0,0
5326,5/29/2020,Lonoke,Arkansas,73309,0.062748094,46,0,45,0,44,0,41,0,0
5327,5/30/2020,Lonoke,Arkansas,73309,0.062748094,46,0,45,0,44,0,41,0,0
5328,5/31/2020,Lonoke,Arkansas,73309,0.062748094,46,0,45,0,45,0,43,0,0
5329,6/1/2020,Lonoke,Arkansas,73309,0.062748094,46,0,45,0,45,0,44,0,0
5330,6/2/2020,Lonoke,Arkansas,73309,0.062748094,46,0,46,0,44,0,44,0,0
5331,5/6/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5332,5/7/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5333,5/8/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5334,5/9/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5335,5/10/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5336,5/11/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5337,5/12/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5338,5/13/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5339,5/14/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5340,5/15/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5341,5/16/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5342,5/17/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5343,5/18/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5344,5/19/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5345,5/20/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5346,5/21/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5347,5/22/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5348,5/23/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5349,5/24/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5350,5/25/2020,Madison,Arkansas,16576,0.006032819,1,0,1,0,1,0,1,0,0
5351,5/26/2020,Madison,Arkansas,16576,0.012065637,2,0,1,0,1,0,1,0,0
5352,5/27/2020,Madison,Arkansas,16576,0.012065637,2,0,1,0,1,0,1,0,0
5353,5/28/2020,Madison,Arkansas,16576,0.012065637,2,0,1,0,1,0,1,0,0
5354,5/29/2020,Madison,Arkansas,16576,0.018098456,3,0,1,0,1,0,1,0,0
5355,5/30/2020,Madison,Arkansas,16576,0.018098456,3,0,1,0,1,0,1,0,0
5356,5/31/2020,Madison,Arkansas,16576,0.018098456,3,0,1,0,1,0,1,0,0
5357,6/1/2020,Madison,Arkansas,16576,0.030164093,5,0,1,0,1,0,1,0,0
5358,6/2/2020,Madison,Arkansas,16576,0.036196911,6,0,2,0,1,0,1,0,0
5359,5/8/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5360,5/9/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5361,5/10/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5362,5/11/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5363,5/12/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5364,5/13/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5365,5/14/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5366,5/15/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5367,5/16/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5368,5/17/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5369,5/18/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5370,5/19/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5371,5/20/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5372,5/21/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5373,5/22/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5374,5/23/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5375,5/24/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5376,5/25/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5377,5/26/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5378,5/27/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5379,5/28/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5380,5/29/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5381,5/30/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5382,5/31/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5383,6/1/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5384,6/2/2020,Marion,Arkansas,16694,0.005990176,1,0,1,0,1,0,1,0,0
5385,4/28/2020,Miller,Arkansas,43257,0.069352937,30,0,28,0,16,0,1,0,0
5386,4/29/2020,Miller,Arkansas,43257,0.069352937,30,1,29,0,17,0,7,0,0
5387,4/30/2020,Miller,Arkansas,43257,0.071664702,31,1,29,0,20,0,8,0,0
5388,5/1/2020,Miller,Arkansas,43257,0.073976466,32,1,29,0,20,0,8,0,0
5389,5/2/2020,Miller,Arkansas,43257,0.073976466,32,1,29,0,22,0,8,0,0
5390,5/3/2020,Miller,Arkansas,43257,0.073976466,32,1,29,0,22,0,8,0,0
5391,5/4/2020,Miller,Arkansas,43257,0.076288231,33,1,30,0,27,0,13,0,0
5392,5/5/2020,Miller,Arkansas,43257,0.076288231,33,1,30,0,28,0,16,0,0
5393,5/6/2020,Miller,Arkansas,43257,0.076288231,33,1,30,1,29,0,17,0,0
5394,5/7/2020,Miller,Arkansas,43257,0.078599995,34,1,31,1,29,0,20,0,0
5395,5/8/2020,Miller,Arkansas,43257,0.078599995,34,1,32,1,29,0,20,0,0
5396,5/9/2020,Miller,Arkansas,43257,0.078599995,34,1,32,1,29,0,22,0,0
5397,5/10/2020,Miller,Arkansas,43257,0.08091176,35,1,32,1,29,0,22,0,0
5398,5/11/2020,Miller,Arkansas,43257,0.08091176,35,1,33,1,30,0,27,0,0
5399,5/12/2020,Miller,Arkansas,43257,0.08091176,35,1,33,1,30,0,28,0,0
5400,5/13/2020,Miller,Arkansas,43257,0.08091176,35,1,33,1,30,1,29,0,0
5401,5/14/2020,Miller,Arkansas,43257,0.08091176,35,1,34,1,31,1,29,0,0
5402,5/15/2020,Miller,Arkansas,43257,0.083223525,36,1,34,1,32,1,29,0,0
5403,5/16/2020,Miller,Arkansas,43257,0.083223525,36,1,34,1,32,1,29,0,0
5404,5/17/2020,Miller,Arkansas,43257,0.083223525,36,1,35,1,32,1,29,0,0
5405,5/18/2020,Miller,Arkansas,43257,0.085535289,37,1,35,1,33,1,30,0,0
5406,5/19/2020,Miller,Arkansas,43257,0.087847054,38,1,35,1,33,1,30,0,0
5407,5/20/2020,Miller,Arkansas,43257,0.092470583,40,1,35,1,33,1,30,1,0
5408,5/21/2020,Miller,Arkansas,43257,0.092470583,40,1,35,1,34,1,31,1,0
5409,5/22/2020,Miller,Arkansas,43257,0.097094112,42,1,36,1,34,1,32,1,0
5410,5/23/2020,Miller,Arkansas,43257,0.097094112,42,1,36,1,34,1,32,1,0
5411,5/24/2020,Miller,Arkansas,43257,0.097094112,42,1,36,1,35,1,32,1,0
5412,5/25/2020,Miller,Arkansas,43257,0.097094112,42,1,37,1,35,1,33,1,0
5413,5/26/2020,Miller,Arkansas,43257,0.097094112,42,1,38,1,35,1,33,1,0
5414,5/27/2020,Miller,Arkansas,43257,0.097094112,42,1,40,1,35,1,33,1,0
5415,5/28/2020,Miller,Arkansas,43257,0.097094112,42,1,40,1,35,1,34,1,0
5416,5/29/2020,Miller,Arkansas,43257,0.097094112,42,1,42,1,36,1,34,1,0
5417,5/30/2020,Miller,Arkansas,43257,0.097094112,42,1,42,1,36,1,34,1,0
5418,5/31/2020,Miller,Arkansas,43257,0.097094112,42,1,42,1,36,1,35,1,0
5419,6/1/2020,Miller,Arkansas,43257,0.097094112,42,1,42,1,37,1,35,1,0
5420,6/2/2020,Miller,Arkansas,43257,0.097094112,42,1,42,1,38,1,35,1,0
5421,4/30/2020,Mississippi,Arkansas,40651,0.024599641,10,0,8,0,6,0,1,0,0
5422,5/1/2020,Mississippi,Arkansas,40651,0.024599641,10,0,8,0,7,0,1,0,0
5423,5/2/2020,Mississippi,Arkansas,40651,0.027059605,11,0,8,0,7,0,2,0,0
5424,5/3/2020,Mississippi,Arkansas,40651,0.027059605,11,0,8,0,7,0,4,0,0
5425,5/4/2020,Mississippi,Arkansas,40651,0.031979533,13,0,9,0,7,0,4,0,0
5426,5/5/2020,Mississippi,Arkansas,40651,0.034439497,14,0,9,0,7,0,4,0,0
5427,5/6/2020,Mississippi,Arkansas,40651,0.036899461,15,0,9,0,7,0,4,0,0
5428,5/7/2020,Mississippi,Arkansas,40651,0.046739318,19,0,10,0,8,0,6,0,0
5429,5/8/2020,Mississippi,Arkansas,40651,0.049199282,20,0,10,0,8,0,7,0,0
5430,5/9/2020,Mississippi,Arkansas,40651,0.049199282,20,0,11,0,8,0,7,0,0
5431,5/10/2020,Mississippi,Arkansas,40651,0.049199282,20,0,11,0,8,0,7,0,0
5432,5/11/2020,Mississippi,Arkansas,40651,0.056579174,23,0,13,0,9,0,7,0,0
5433,5/12/2020,Mississippi,Arkansas,40651,0.100858527,41,0,14,0,9,0,7,0,0
5434,5/13/2020,Mississippi,Arkansas,40651,0.103318492,42,0,15,0,9,0,7,0,0
5435,5/14/2020,Mississippi,Arkansas,40651,0.103318492,42,0,19,0,10,0,8,0,0
5436,5/15/2020,Mississippi,Arkansas,40651,0.115618312,47,0,20,0,10,0,8,0,0
5437,5/16/2020,Mississippi,Arkansas,40651,0.115618312,47,0,20,0,11,0,8,0,0
5438,5/17/2020,Mississippi,Arkansas,40651,0.127918132,52,0,20,0,11,0,8,0,0
5439,5/18/2020,Mississippi,Arkansas,40651,0.127918132,52,0,23,0,13,0,9,0,0
5440,5/19/2020,Mississippi,Arkansas,40651,0.130378096,53,0,41,0,14,0,9,0,0
5441,5/20/2020,Mississippi,Arkansas,40651,0.132838061,54,0,42,0,15,0,9,0,0
5442,5/21/2020,Mississippi,Arkansas,40651,0.135298025,55,0,42,0,19,0,10,0,0
5443,5/22/2020,Mississippi,Arkansas,40651,0.142677917,58,0,47,0,20,0,10,0,0
5444,5/23/2020,Mississippi,Arkansas,40651,0.150057809,61,0,47,0,20,0,11,0,0
5445,5/24/2020,Mississippi,Arkansas,40651,0.150057809,61,0,52,0,20,0,11,0,0
5446,5/25/2020,Mississippi,Arkansas,40651,0.152517773,62,0,52,0,23,0,13,0,0
5447,5/26/2020,Mississippi,Arkansas,40651,0.159897665,65,1,53,0,41,0,14,0,0
5448,5/27/2020,Mississippi,Arkansas,40651,0.16235763,66,1,54,0,42,0,15,0,0
5449,5/28/2020,Mississippi,Arkansas,40651,0.169737522,69,1,55,0,42,0,19,0,0
5450,5/29/2020,Mississippi,Arkansas,40651,0.172197486,70,1,58,0,47,0,20,0,0
5451,5/30/2020,Mississippi,Arkansas,40651,0.172197486,70,1,61,0,47,0,20,0,0
5452,5/31/2020,Mississippi,Arkansas,40651,0.172197486,70,1,61,0,52,0,20,0,0
5453,6/1/2020,Mississippi,Arkansas,40651,0.172197486,70,2,62,0,52,0,23,0,0
